mean_distance,max_distance,std_distance,orig_mean_speed,orig_max_speed,orig_std_speed,enh_mean_speed,enh_max_speed,enh_std_speed,orig_mean_acc,orig_max_acc,orig_std_acc,enh_mean_acc,enh_max_acc,enh_std_acc,orig_smoothness,enh_smoothness,smoothness_improvement,x_correlation,y_correlation
26.38300313540009,1105.4066154678487,57.13088474277859,21.72788395720669,1105.4066154678487,56.78185677765275,22.163598914071912,1105.4066154678487,56.704337279529746,18.291011647784806,1052.8001186874078,50.34353658322986,18.551171861316494,1052.8001186874078,50.318206723986755,0.05467166164730103,0.053904950451127136,0.9859760765802197,0.9988761280128656,0.9974785059217539
